okr;nrk;komitet;kandydat;glosy;procent;lprocent;wynik;plec
20;11;PO;KRAWCZYK-DĘBIEC Ewa Małgorzata;1346;0.22;0.79;N;K
20;12;PO;HERNER Wojciech;1023;0.17;0.60;N;M
20;13;PO;BONECKA Halina Justyna;1885;0.31;1.10;N;K
20;14;PO;SZTURO Tomasz Paweł;3157;0.53;1.84;N;M
20;15;PO;ORZECHOWSKA - MIKULSKA Grażyna;954;0.16;0.56;N;K
20;16;PO;WASILEWSKI Piotr Michał;1231;0.21;0.72;N;M
20;17;PO;MIERZEJEWSKA-WAŚ Magdalena Jadwiga;864;0.14;0.50;N;K
20;18;PO;LUBOIŃSKI Patryk Jan;330;0.06;0.19;N;M
20;19;PO;WIERZBICKA Olga;1935;0.32;1.13;N;K
20;20;PO;WYDURSKI Patryk;324;0.05;0.19;N;M
20;21;PO;WINIARSKA-CZAJKOWSKA Maja Magdalena;1290;0.22;0.75;N;K
20;22;PO;BIELEC Karol;1806;0.30;1.05;N;M
20;23;PO;KAMIŃSKI Grzegorz Rafał;1432;0.24;0.84;N;M
20;24;PO;KANDYBA Piotr;8960;1.50;5.23;N;M
21;1;PSL;KUKIZ Paweł Piotr;23468;5.77;56.01;T;M
21;2;PSL;RAKOCZY Stanisław;3837;0.94;9.16;N;M
21;3;PSL;GRABOWSKI Paweł;2396;0.59;5.72;N;M
21;4;PSL;KONOPKA Antoni Jacek;1561;0.38;3.73;N;M
21;5;PSL;POŚPIECH Piotr;1883;0.46;4.49;N;M
21;6;PSL;OSZAŃCA Marcin Krzysztof;450;0.11;1.07;N;M
21;7;PSL;ZAGOLA Agnieszka Izabela;694;0.17;1.66;N;K
21;8;PSL;JAGIEŁŁO Wojciech Jan;726;0.18;1.73;N;M
21;9;PSL;GŁOWACKI Kazimierz;220;0.05;0.53;N;M
21;10;PSL;WICIAK Tomasz Paweł;1464;0.36;3.49;N;M
21;11;PSL;ZAJĄC Barbara;977;0.24;2.33;N;K
21;12;PSL;KRZESIŃSKI Jan;306;0.08;0.73;N;M
21;13;PSL;MALIK-MENDELSKA Katarzyna Agnieszka;161;0.04;0.38;N;K
21;14;PSL;MARKIEWICZ Jolanta;253;0.06;0.60;N;K
21;15;PSL;KAŁWAK Leszek;318;0.08;0.76;N;M
21;16;PSL;KUPNY Danuta Teresa;153;0.04;0.37;N;K
21;17;PSL;ZAWIŚLAK Alicja;245;0.06;0.58;N;K
21;18;PSL;GAJDA Ryszard Jan;316;0.08;0.75;N;M
21;19;PSL;LEWIŃSKA Bożena Zofia;240;0.06;0.57;N;K
21;20;PSL;KROK Miłosz Stanisław;731;0.18;1.74;N;M
21;21;PSL;WIECZOREK-GRINER Agnieszka Danuta;207;0.05;0.49;N;K
21;22;PSL;ŚMIGIELSKA Maria Ewa;244;0.06;0.58;N;K
21;23;PSL;HANKUS Mirosław;352;0.09;0.84;N;M
21;24;PSL;SAWICKI Grzegorz Adam;699;0.17;1.67;N;M
21;1;PiS;POROWSKA Violetta Teresa;38583;9.49;25.22;T;K
21;2;PiS;CZOCHARA Katarzyna Beata;23120;5.69;15.11;T;K
21;3;PiS;KOWALSKI Janusz Marcin;20973;5.16;13.71;T;M
21;4;PiS;BORTNICZUK Kamil;16953;4.17;11.08;T;M
21;5;PiS;DUDA Antoni Eugeniusz;5512;1.36;3.60;N;M
21;6;PiS;KŁOSOWSKI Sławomir;5850;1.44;3.82;N;M
21;7;PiS;NASZKIEWICZ Jerzy Kazimierz;3647;0.90;2.38;N;M
21;8;PiS;CHRZANOWSKI Andrzej;1875;0.46;1.23;N;M
21;9;PiS;BARAŃSKA Teresa;1659;0.41;1.08;N;K
21;10;PiS;BUŁA Damian Jakub;3509;0.86;2.29;N;M
21;11;PiS;KOMARZYŃSKI Wojciech Stanisław;4052;1.00;2.65;N;M
21;12;PiS;KITAJGRODZKI Zbigniew;2024;0.50;1.32;N;M
21;13;PiS;MARKOWSKI Marko Piotr;625;0.15;0.41;N;M
21;14;PiS;OGNISTY Tomasz Szczepan;2143;0.53;1.40;N;M
21;15;PiS;KOLBEK Dariusz Stanisław;801;0.20;0.52;N;M
21;16;PiS;BRATOSIEWICZ Zbigniew Józef;1197;0.29;0.78;N;M
21;17;PiS;CHABRASZEWSKA Anna;556;0.14;0.36;N;K
21;18;PiS;MAJERSKA Izabela Barbara;409;0.10;0.27;N;K
21;19;PiS;STASIOROWSKA Anna Katarzyna;231;0.06;0.15;N;K
21;20;PiS;DEPTUŁA Adam;628;0.15;0.41;N;M
21;21;PiS;KOLEMBA-GASCHKA Martyna Maria;323;0.08;0.21;N;K
21;22;PiS;GRZEBIŃSKA Anna;609;0.15;0.40;N;K
21;23;PiS;ŻUKOWSKA-JACYKOWSKA Maria Magdalena;1654;0.41;1.08;N;K
21;24;PiS;OCIEPA Marcin Michał;16066;3.95;10.50;T;M
21;1;SLD;ZAWISZA Marcelina Monika;19206;4.73;40.26;T;K
21;2;SLD;WOŹNIAK Piotr Jan;15257;3.75;31.99;N;M
21;3;SLD;PILC Jarosław Stanisław;1819;0.45;3.81;N;M
21;4;SLD;JURCZYK-MIŻEJEWSKA Anna Maria;1063;0.26;2.23;N;K
21;5;SLD;OLIŃSKA-BIEG Małgorzata Jolanta;1002;0.25;2.10;N;K
21;6;SLD;KACZOR Maciej;993;0.24;2.08;N;M
21;7;SLD;DROST Andrzej Oswald;327;0.08;0.69;N;M
21;8;SLD;JUSZCZYK Grażyna;898;0.22;1.88;N;K
21;9;SLD;NOWAK Stanisław;696;0.17;1.46;N;M
21;10;SLD;BARYŁOWICZ Anna Danuta;315;0.08;0.66;N;K
21;11;SLD;ŚWITLIK Adam Lesław;428;0.11;0.90;N;M
21;12;SLD;GAŁĄZKA Iwona;869;0.21;1.82;N;K
21;13;SLD;MUCHA Paweł Józef;642;0.16;1.35;N;M
21;14;SLD;GĄSOWSKA-KRAMARZ Agata;253;0.06;0.53;N;K
21;15;SLD;ZĘBALA Andrzej Marian;874;0.22;1.83;N;M
21;16;SLD;PAPROTA Katarzyna Ewa;305;0.08;0.64;N;K
21;17;SLD;BEDNAREK Grzegorz Paweł;604;0.15;1.27;N;M
21;18;SLD;KYCIA Anna Magdalena;259;0.06;0.54;N;K
21;19;SLD;SORGOWICKI Michał Karol;183;0.05;0.38;N;M
21;20;SLD;MIENTUS Alina Małgorzata;385;0.09;0.81;N;K
21;21;SLD;OSIADŁY Piotr Wojciech;266;0.07;0.56;N;M
21;22;SLD;PODMOSTKA Natalia Maria;513;0.13;1.08;N;K
21;23;SLD;PRZYSTAJKO Jerzy;542;0.13;1.14;N;M
21;1;PO;ZEMBACZYŃSKI Witold Maciej;40022;9.85;36.86;T;M
21;2;PO;KOSTUŚ Tomasz Tadeusz;17026;4.19;15.68;T;M
21;3;PO;BIEŃ Elżbieta Maria;5661;1.39;5.21;N;K
21;4;PO;WILCZYŃSKI Ryszard Jan;6436;1.58;5.93;T;M
21;5;PO;JUREK Monika Małgorzata;4500;1.11;4.14;N;K
21;6;PO;MILLER Rajmund Tadeusz;8820;2.17;8.12;T;M
21;7;PO;WĘGRZYN Robert;5997;1.48;5.52;N;M
21;8;PO;ZIÓŁKO Zbigniew Józef;2900;0.71;2.67;N;M
21;9;PO;NOWAK Artur;2006;0.49;1.85;N;M
21;10;PO;GOC Tadeusz Franciszek;2384;0.59;2.20;N;M
21;11;PO;TRZEPIZUR Janusz Roman;1885;0.46;1.74;N;M
21;12;PO;NIEDŹWIEDŹ Joanna Krystyna;765;0.19;0.70;N;K
21;13;PO;OŻÓG Monika;963;0.24;0.89;N;K
21;14;PO;BESZ-JANICKA Małgorzata Ewa;755;0.19;0.70;N;K
21;15;PO;SULIKOWSKI Adrian Marcin;277;0.07;0.26;N;M
21;16;PO;KUBALAŃCA Leokadia Albina;186;0.05;0.17;N;K
21;17;PO;MAŁEK Henryk Paweł;293;0.07;0.27;N;M
21;18;PO;GRABOWSKA-ŚWIĘS Grażyna;297;0.07;0.27;N;K
21;19;PO;RUDY Dragomir Antoni;847;0.21;0.78;N;M
21;20;PO;MUC-KLIMEK Ewa Helena;373;0.09;0.34;N;K
21;21;PO;RACZYŃSKI Adam Piotr;644;0.16;0.59;N;M
21;22;PO;KAMPA Rafał Krzysztof;1470;0.36;1.35;N;M
21;23;PO;GAJEWSKI Dariusz Piotr;1619;0.40;1.49;N;M
21;24;PO;KAMIŃSKA Barbara Ewa;2444;0.60;2.25;N;K
22;1;PSL;KASPRZAK Mieczysław;11363;2.91;37.07;T;M
22;2;PSL;MERCIK Aleksander;2563;0.66;8.36;N;M
22;3;PSL;ZADWORNY Zdzisław;2879;0.74;9.39;N;M
22;4;PSL;DACHNOWICZ Małgorzata Krystyna;1654;0.42;5.40;N;K
22;5;PSL;HOŁYSZKO Janusz Marek;1834;0.47;5.98;N;M
22;6;PSL;KISZKA Zbigniew Wojciech;1637;0.42;5.34;N;M
22;7;PSL;BOJKO Zbigniew Andrzej;421;0.11;1.37;N;M
22;8;PSL;MAŁECKA Barbara Danuta;985;0.25;3.21;N;K
22;9;PSL;KONOPKA Marek Zbigniew;798;0.20;2.60;N;M
22;10;PSL;SAWIŃSKI Krzysztof Jan;886;0.23;2.89;N;M
22;11;PSL;ZALESZCZUK Anna Maria;567;0.15;1.85;N;K
22;12;PSL;FAL Sabina Anna;869;0.22;2.83;N;K
22;13;PSL;BARADZIEJ Iwona Teresa;428;0.11;1.40;N;K
22;14;PSL;HOŁOWACZ Bogumiła Stanisława;322;0.08;1.05;N;K
22;15;PSL;BARAŃSKI Janusz Jacek;373;0.10;1.22;N;M
22;16;PSL;KOBIAŁKA-BANYŚ Emilia Alina;353;0.09;1.15;N;K
22;17;PSL;ZARYCHTA Ryszard;369;0.09;1.20;N;M
22;18;PSL;HORBACZ Małgorzata;304;0.08;0.99;N;K
22;19;PSL;FEDACZYŃSKA Maria Stanisława;257;0.07;0.84;N;K
22;20;PSL;PASTUSZCZAK Marek;305;0.08;0.99;N;M
22;21;PSL;SOKÓŁ Marek Zbigniew;597;0.15;1.95;N;M
22;22;PSL;FRANCZAK Stanisław;891;0.23;2.91;N;M
22;1;PiS;KUCHCIŃSKI Marek Tadeusz;61262;15.68;24.75;T;M
22;2;PiS;SCHMIDT-RODZIEWICZ Anna Katarzyna;26246;6.72;10.60;T;K
22;3;PiS;URUSKI Piotr Marcin;20740;5.31;8.38;T;M
22;4;PiS;BABINETZ Piotr Mieczysław;13360;3.42;5.40;T;M
22;5;PiS;PIOTROWICZ Stanisław;10293;2.64;4.16;N;M
22;6;PiS;ŚNIEŻEK Adam Walenty;11260;2.88;4.55;T;M
22;7;PiS;PILCH Piotr;6170;1.58;2.49;N;M
22;8;PiS;PAMUŁA Teresa;12905;3.30;5.21;T;K
22;9;PiS;PAWLUŚ Adam;6763;1.73;2.73;N;M
22;10;PiS;CHRZAN Tadeusz;11177;2.86;4.52;T;M
22;11;PiS;PODHALICZ Lucyna;6072;1.55;2.45;N;K
22;12;PiS;ŁUKASZYK Dorota;4470;1.14;1.81;N;K
22;13;PiS;DROZD Adam Tomasz;2659;0.68;1.07;N;M
22;14;PiS;JĘDRUCH Ryszard;3517;0.90;1.42;N;M
22;15;PiS;PERS Grzegorz Stanisław;5502;1.41;2.22;N;M
22;16;PiS;PIESZCZOCH Robert;4921;1.26;1.99;N;M
22;17;PiS;BRIL Joanna Katarzyna;4088;1.05;1.65;N;K
22;18;PiS;POCAŁUŃ Alicja Anna;2253;0.58;0.91;N;K
22;19;PiS;BURBEŁO Joanna Maria;658;0.17;0.27;N;K
22;20;PiS;GUZIK Andrzej;4788;1.23;1.93;N;M
22;21;PiS;KUROWSKA Maria Stanisława;18936;4.85;7.65;T;K
22;22;PiS;KRAWIEC Daniel Stanisław;9448;2.42;3.82;N;M
22;1;SLD;RYDZIK Łukasz Michał;10391;2.66;44.07;N;M
22;2;SLD;ZAJDEL Gabriel Jerzy;3011;0.77;12.77;N;M
22;3;SLD;MACKIEWICZ-ROSSMANITH Kamila;1843;0.47;7.82;N;K
22;4;SLD;JAGUSTYN Janusz Andrzej;610;0.16;2.59;N;M
22;5;SLD;PIOTROWSKA Kamila Helena;990;0.25;4.20;N;K
22;6;SLD;FIC Patryk Beniamin;1227;0.31;5.20;N;M
22;7;SLD;CIWONIUK Marzena Mieczysława;214;0.05;0.91;N;K
22;8;SLD;RYCZAN Dominik Łukasz;202;0.05;0.86;N;M
22;9;SLD;GORCZYCA Iwona;978;0.25;4.15;N;K
22;10;SLD;BOGUSZ Adam;399;0.10;1.69;N;M
22;11;SLD;KUROPATWA Dagmara Sylwia;387;0.10;1.64;N;K
22;12;SLD;WEŁYCZKO Zbigniew;184;0.05;0.78;N;M
22;13;SLD;BARAN Ewa Aneta;488;0.12;2.07;N;K
22;14;SLD;WOŚ Wiesław Adam;435;0.11;1.85;N;M
22;15;SLD;ŻÓŁKOŚ Grzegorz Stanisław;282;0.07;1.20;N;M
22;16;SLD;KRUKAR Radosław Zbigniew;229;0.06;0.97;N;M
22;17;SLD;ŚWIEBODA Monika;261;0.07;1.11;N;K
22;18;SLD;PIELA Mirosław Józef;194;0.05;0.82;N;M
22;19;SLD;ITNER Halina Bożena;97;0.02;0.41;N;K
22;20;SLD;ŚWIEBODA Sebastian Rafał;105;0.03;0.45;N;M
22;21;SLD;STEBNICKI Łukasz;261;0.07;1.11;N;M
22;22;SLD;WOJNAROWSKI Piotr Marcin;789;0.20;3.35;N;M
22;1;PO;FRYDRYCH Joanna Zofia;18623;4.77;29.92;T;K
22;2;PO;RZĄSA Marek Zdzisław;10555;2.70;16.96;T;M
22;3;PO;BLECHARCZYK Wojciech Aleksander;9090;2.33;14.60;N;M
22;4;PO;SZKOŁA Józef;3230;0.83;5.19;N;M
22;5;PO;WOŚ Adam;1821;0.47;2.93;N;M
22;6;PO;SAWICKA Ewa Stefania;2403;0.62;3.86;N;K
22;7;PO;PIKUL Antoni Stanisław;4458;1.14;7.16;N;M
22;8;PO;BALON Barbara Maria;1144;0.29;1.84;N;K
22;9;PO;ZYCH Jan Władysław;806;0.21;1.29;N;M
22;10;PO;HOLCMAN Iwona Janina;1747;0.45;2.81;N;K
22;11;PO;KARAŚ Roman Władysław;315;0.08;0.51;N;M
22;12;PO;RYZNAR Marian Jerzy;4352;1.11;6.99;N;M
22;13;PO;KŁAK Krzysztof Józef;666;0.17;1.07;N;M
22;14;PO;SŁOWIK Maria Anna;286;0.07;0.46;N;K
22;15;PO;JUREK Michał Albert;328;0.08;0.53;N;M
22;16;PO;WOTA Krzysztof Adam;264;0.07;0.42;N;M
22;17;PO;KOSTKA Grażyna Dorota;300;0.08;0.48;N;K
22;18;PO;KNAP Marzena Karolina;217;0.06;0.35;N;K
22;19;PO;BIAŁY Tomasz;508;0.13;0.82;N;M
22;20;PO;ZAWOJSKA Izabela Krystyna;261;0.07;0.42;N;K
22;21;PO;WOJAKOWSKI Dariusz Wojciech;172;0.04;0.28;N;M
22;22;PO;ZADWORNY Waldemar;700;0.18;1.12;N;M
23;1;PSL;TYSZKA Stanisław;17086;2.90;37.25;T;M
23;2;PSL;TARAPATA Jan Władysław;5314;0.90;11.59;N;M
23;3;PSL;LADA Wiesław Andrzej;3016;0.51;6.58;N;M
23;4;PSL;MICAŁ Zbigniew;1462;0.25;3.19;N;M
23;5;PSL;BARTOSZEK Paweł;2848;0.48;6.21;N;M
23;6;PSL;GOLENIA Maria Teresa;1856;0.32;4.05;N;K
23;7;PSL;BOROWIEC Błażej Stefan;1127;0.19;2.46;N;M
23;8;PSL;GUZEK Sławomir Tomasz;859;0.15;1.87;N;M
23;9;PSL;CIEŚLA Paweł;845;0.14;1.84;N;M
23;10;PSL;LONCZAK Stanisław Józef;1370;0.23;2.99;N;M
23;11;PSL;REGUŁA Andrzej Zygmunt;1235;0.21;2.69;N;M
23;12;PSL;LEJA Małgorzata;944;0.16;2.06;N;K
23;13;PSL;SKOWROŃSKA-ZIOMEK Monika Małgorzata;1249;0.21;2.72;N;K
23;14;PSL;MAGOŃ Jan;675;0.11;1.47;N;M
23;15;PSL;KASZYCA Tadeusz;208;0.04;0.45;N;M
23;16;PSL;GUMIŃSKA Celina Anna;229;0.04;0.50;N;K
23;17;PSL;KUDYBA Małgorzata;322;0.05;0.70;N;K
23;18;PSL;KOCZUR Dorota Krystyna;356;0.06;0.78;N;K
23;19;PSL;WŁODYKA Janusz;432;0.07;0.94;N;M
23;20;PSL;KOSIŃSKI Krzysztof Jan;654;0.11;1.43;N;M
23;21;PSL;STOJAŃSKA Joanna Katarzyna;152;0.03;0.33;N;K
23;22;PSL;WICHER Maria;205;0.03;0.45;N;K
23;23;PSL;TUTKA Henryk;452;0.08;0.99;N;M
23;24;PSL;BŁOŃSKI Kazimierz Józef;276;0.05;0.60;N;M
23;25;PSL;BARTMAN Jan;521;0.09;1.14;N;M
23;26;PSL;OPIOŁA Barbara;159;0.03;0.35;N;K
23;27;PSL;KOTLIŃSKA Marzena Anna;177;0.03;0.39;N;K
23;28;PSL;ZARĘBA Marek Jan;363;0.06;0.79;N;M
23;29;PSL;PARYŚ Krystyna Grażyna;365;0.06;0.80;N;K
23;30;PSL;NICPOŃ Henryk;1111;0.19;2.42;N;M
23;1;PiS;SOBOLEWSKI Krzysztof;38912;6.61;10.59;T;M
23;2;PiS;LENIART Ewa Maria;36305;6.17;9.89;T;K
23;3;PiS;HRYNKIEWICZ Józefa;6173;1.05;1.68;N;K
23;4;PiS;SZLACHTA Andrzej;15115;2.57;4.12;N;M
23;5;PiS;WRÓBLEWSKA Krystyna Małgorzata;12738;2.16;3.47;N;K
23;6;PiS;MOSKAL Kazimierz Marian;17444;2.96;4.75;T;M
23;7;PiS;BUCZAK Wojciech;10429;1.77;2.84;N;M
23;8;PiS;GOŁOJUCH Kazimierz Edward;18306;3.11;4.98;T;M
23;9;PiS;CHMIELOWIEC Zbigniew Michał;20634;3.50;5.62;T;M
23;10;PiS;WEBER Rafał;26746;4.54;7.28;T;M
23;11;PiS;WARZECHA Jan Marek;18913;3.21;5.15;T;M
23;12;PiS;PAUL Jerzy Stanisław;16094;2.73;4.38;T;M
23;13;PiS;MIAZGA Mieczysław;9149;1.55;2.49;N;M
23;14;PiS;SZYDEŁKO Halina Maria;5511;0.94;1.50;N;K
23;15;PiS;KRUCZEK Stanisław;8344;1.42;2.27;N;M
23;16;PiS;KAPINOS Fryderyk Sylwester;18450;3.13;5.02;T;M
23;17;PiS;KALINKA Kamil;9540;1.62;2.60;N;M
23;18;PiS;BEDNARZ Robert Jan;7421;1.26;2.02;N;M
23;19;PiS;GODEK Robert Czesław;6791;1.15;1.85;N;M
23;20;PiS;FRYSZTAK Bernadeta Dorota;11120;1.89;3.03;N;K
23;21;PiS;ŁĄCZAK Czesław;4113;0.70;1.12;N;M
23;22;PiS;FIJOŁEK Marcin Piotr;5262;0.89;1.43;N;M
23;23;PiS;TŁUSTA Helena Grażyna;1152;0.20;0.31;N;K
23;24;PiS;BARTKOWICZ Magdalena Barbara;789;0.13;0.21;N;K
23;25;PiS;KRZEK Agata;911;0.15;0.25;N;K
23;26;PiS;TRAWIŃSKA Anna Franciszka;597;0.10;0.16;N;K
23;27;PiS;KUŚ Ewelina Elżbieta;2705;0.46;0.74;N;K
23;28;PiS;FOŁTA Ewa;763;0.13;0.21;N;K
23;29;PiS;TYMUŁA Zbigniew;8346;1.42;2.27;N;M
23;30;PiS;WARCHOŁ Marcin Józef;28495;4.84;7.76;T;M
23;1;SLD;BUŻ Wiesław;15605;2.65;40.20;T;M
23;2;SLD;SZTUK Michał Andrzej;2478;0.42;6.38;N;M
23;3;SLD;ITNER Agnieszka;3505;0.60;9.03;N;K
23;4;SLD;OZIMEK Julian;2522;0.43;6.50;N;M
23;5;SLD;FILIPEK Jerzy;1225;0.21;3.16;N;M
23;6;SLD;KRASNOPOLSKA Bożena Marta;1064;0.18;2.74;N;K
23;7;SLD;TOFIL Bronisław Tadeusz;1396;0.24;3.60;N;M
23;8;SLD;JASIŃSKI Krzysztof;807;0.14;2.08;N;M
23;9;SLD;KACAŁA Natalia Ludmiła;674;0.11;1.74;N;K
23;10;SLD;ŁUCZAJ Kamil;570;0.10;1.47;N;M
23;11;SLD;SKAWIŃSKI Stanisław Andrzej;1231;0.21;3.17;N;M
23;12;SLD;JELEŃ Wiesław Stanisław;630;0.11;1.62;N;M
23;13;SLD;KRZEMIŃSKI Kamil Paweł;326;0.06;0.84;N;M
23;14;SLD;IRZYK Martin Marian;288;0.05;0.74;N;M
23;15;SLD;ZAJĄC Marzena Zofia;680;0.12;1.75;N;K
23;16;SLD;STĄCEL Janusz;363;0.06;0.94;N;M
23;17;SLD;FIETKO Ireneusz Grzegorz;205;0.03;0.53;N;M
23;18;SLD;ZYCH Ala;801;0.14;2.06;N;K
23;19;SLD;WINIARSKI Damian Kazimierz;265;0.05;0.68;N;M
23;20;SLD;LUBERA Teresa Anna;369;0.06;0.95;N;K
23;21;SLD;RŻANY Monika;546;0.09;1.41;N;K
23;22;SLD;PRZYBOŚ Józef;134;0.02;0.35;N;M
23;23;SLD;OŻÓG Barbara Katarzyna;395;0.07;1.02;N;K
23;24;SLD;KUŹMICZ Marek Andrzej;109;0.02;0.28;N;M
23;25;SLD;BRZYKOWSKA Patrycja Dorota;147;0.02;0.38;N;K
23;26;SLD;NOGA Andrzej Jan;177;0.03;0.46;N;M
23;27;SLD;DZIĄGWA Krystyna;227;0.04;0.58;N;K
23;28;SLD;CICHY Mateusz Michał;303;0.05;0.78;N;M
23;29;SLD;OSTROWSKA Anna;555;0.09;1.43;N;K
23;30;SLD;GACEK Kazimierz Leszek;1220;0.21;3.14;N;M
23;1;PO;PONCYLJUSZ Paweł Janusz;23312;3.96;27.52;T;M
23;2;PO;GAWLIK Zdzisław;14305;2.43;16.89;N;M
23;3;PO;SKOWROŃSKA Krystyna;16903;2.87;19.96;T;K
23;4;PO;BUTRYN Renata Celina;4978;0.85;5.88;N;K
23;5;PO;KUBAS-HUL Teresa Krystyna;2174;0.37;2.57;N;K
23;6;PO;GDAŃSKI Józef;2469;0.42;2.91;N;M
23;7;PO;PITRA Krzysztof Piotr;2443;0.41;2.88;N;M
23;8;PO;USTROBIŃSKI Marek Jerzy;4593;0.78;5.42;N;M
23;9;PO;KARYŚ Jakub Bartłomiej;2212;0.38;2.61;N;M
23;10;PO;ZYCH Barbara;1500;0.25;1.77;N;K
23;11;PO;JURZYSTA Marcin;858;0.15;1.01;N;M
23;12;PO;STĘPIEŃ Danuta Waleria;1071;0.18;1.26;N;K
23;13;PO;DERĘGOWSKI Marcin;979;0.17;1.16;N;M
23;14;PO;BĄK Dominik;455;0.08;0.54;N;M
23;15;PO;OŻÓG Krzysztof;701;0.12;0.83;N;M
23;16;PO;KOPYTO Jakub Albert;323;0.05;0.38;N;M
23;17;PO;LIPCZYŃSKI Krzysztof Romuald;1117;0.19;1.32;N;M
23;18;PO;KRAJEWSKA Aneta Anna;394;0.07;0.47;N;K
23;19;PO;OMIETOŃSKA Jolanta Teresa;183;0.03;0.22;N;K
23;20;PO;KOLANO Jolanta Stanisława;194;0.03;0.23;N;K
23;21;PO;OLCHAWA Artur Stanisław;70;0.01;0.08;N;M
23;22;PO;PRZYBYŁ Przemysław Wojciech;173;0.03;0.20;N;M
23;23;PO;SAWIC Ewa Maria;190;0.03;0.22;N;K
23;24;PO;KANISZEWSKA Augustyna Maria;122;0.02;0.14;N;K
23;25;PO;OWSIANY Urszula Małgorzata;165;0.03;0.19;N;K
23;26;PO;PŁODZIEŃ Janusz;243;0.04;0.29;N;M
23;27;PO;PALUCH Katarzyna;322;0.05;0.38;N;K
23;28;PO;ROGOWSKA Anna Jolanta;416;0.07;0.49;N;K
23;29;PO;ŻMUDA Dariusz;232;0.04;0.27;N;M
23;30;PO;PAZDAN Paweł Leopold;1606;0.27;1.90;N;M
24;1;PSL;KRAJEWSKI Stefan;13439;2.58;27.67;T;M
24;2;PSL;LECH Mirosław;6510;1.25;13.40;N;M
24;3;PSL;GROCHOWSKI Wojciech;3607;0.69;7.43;N;M
24;4;PSL;LESZCZYŃSKI Jerzy;3860;0.74;7.95;N;M
24;5;PSL;CIEŚLUKOWSKI Cezary;4242;0.81;8.73;N;M
24;6;PSL;ZAWISTOWSKA Agnieszka;1631;0.31;3.36;N;K
24;7;PSL;KULIKOWSKA Ewa;1395;0.27;2.87;N;K
24;8;PSL;PŁOŃSKA Wiesława Bożenna;717;0.14;1.48;N;K
24;9;PSL;KRZYŻANOWSKA Bożena;1174;0.23;2.42;N;K
24;10;PSL;DYJUK Bogdan;1538;0.30;3.17;N;M
24;11;PSL;RAFAŁOWSKI Krzysztof;662;0.13;1.36;N;M
24;12;PSL;BOBEL Maciej;848;0.16;1.75;N;M
24;13;PSL;MAGNUSZEWSKI Marian;848;0.16;1.75;N;M
24;14;PSL;KORONKIEWICZ Andrzej Zbigniew;974;0.19;2.01;N;M
24;15;PSL;JAKUBIAK Ewa;593;0.11;1.22;N;K
24;16;PSL;SZCZYGIELSKA Agnieszka;418;0.08;0.86;N;K
24;17;PSL;NOWAK Magdalena;430;0.08;0.89;N;K
24;18;PSL;ALEKSIEJCZUK-SZOTKO Marta;244;0.05;0.50;N;K
24;19;PSL;SAWICKI Sławomir;449;0.09;0.92;N;M
24;20;PSL;CHOŁKO Tadeusz;1043;0.20;2.15;N;M
24;21;PSL;JAKACKI Tomasz;329;0.06;0.68;N;M
24;22;PSL;JĘDZUL Joanna;223;0.04;0.46;N;K
24;23;PSL;KAŹMIERCZAK Małgorzata;248;0.05;0.51;N;K
24;24;PSL;ZARZECKI Michał;314;0.06;0.65;N;M
24;25;PSL;KARCZEWSKA Małgorzata;444;0.09;0.91;N;K
24;26;PSL;RYKOWSKI Grzegorz;147;0.03;0.30;N;M
24;27;PSL;PRZYBYLAK Irena Zofia;194;0.04;0.40;N;K
24;28;PSL;JANOWSKI Mikołaj;2045;0.39;4.21;N;M
24;1;PiS;PIONTKOWSKI Dariusz;63878;12.27;23.58;T;M
24;2;PiS;ZIELIŃSKI Jarosław;40092;7.70;14.80;T;M
24;3;PiS;PASZKOWSKI Bohdan Józef;5442;1.05;2.01;N;M
24;4;PiS;GWIAZDOWSKI Kazimierz;14101;2.71;5.21;T;M
24;5;PiS;ŻALEK Jacek;12141;2.33;4.48;T;M
24;6;PiS;BASZKO Mieczysław Kazimierz;11060;2.12;4.08;T;M
24;7;PiS;KOŁAKOWSKI Lech Antoni;16138;3.10;5.96;T;M
24;8;PiS;KRYNICKA Bernadeta;9328;1.79;3.44;N;K
24;9;PiS;WNOROWSKI Henryk Jan;9228;1.77;3.41;N;M
24;10;PiS;ANDRUSZKIEWICZ Adam;29829;5.73;11.01;T;M
24;11;PiS;MUZYK Agnieszka Barbara;5580;1.07;2.06;N;K
24;12;PiS;SIEKIERKO Łukasz;7733;1.49;2.85;N;M
24;13;PiS;CZEPE Roman;4797;0.92;1.77;N;M
24;14;PiS;MODZELEWSKI Piotr;2453;0.47;0.91;N;M
24;15;PiS;MADRAS Tomasz Stefan;1642;0.32;0.61;N;M
24;16;PiS;JELSKA-JAROŚ Bożena Jolanta;5998;1.15;2.21;N;K
24;17;PiS;PUCZYŁOWSKA Elżbieta;2692;0.52;0.99;N;K
24;18;PiS;KUCHAREWICZ Grzegorz;712;0.14;0.26;N;M
24;19;PiS;SUPIŃSKI Rafał;2849;0.55;1.05;N;M
24;20;PiS;BIAŁY Alicja;1922;0.37;0.71;N;K
24;21;PiS;MIODUSZEWSKI Andrzej;5409;1.04;2.00;N;M
24;22;PiS;NIENAŁTOWSKA Bożena;471;0.09;0.17;N;K
24;23;PiS;DZIATKOWSKI Marek;725;0.14;0.27;N;M
