okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
20;18;PO;Obłąkowska-Kubiak Katarzyna Agnieszka;2979;0.66;1.64;N;K
20;19;PO;Roszkowska Agnieszka Dorota;2439;0.54;1.34;N;K
20;20;PO;Bartnik Ewa Urszula;2163;0.48;1.19;N;K
20;21;PO;Mizerski Andrzej;4329;0.96;2.38;N;M
20;22;PO;Klimont-Bodzińska Aleksandra Maria;1704;0.38;0.94;N;K
20;23;PO;Cukrowski Paweł;2013;0.45;1.11;N;M
21;1;PiS;Żyżyński Jerzy;9872;3.09;15.02;T;M
21;2;PiS;Kłosowski Sławomir;14165;4.43;21.55;T;M
21;3;PiS;Ceglecka-Zielonka Teresa Zuzanna;5577;1.74;8.48;N;K
21;4;PiS;Chabraszewski Jan;1202;0.38;1.83;N;M
21;5;PiS;Porowska Violetta Teresa;2473;0.77;3.76;N;K
21;6;PiS;Byczkowski Dariusz Paweł;4074;1.27;6.20;N;M
21;7;PiS;Tyma Zenon Andrzej;2437;0.76;3.71;N;M
21;8;PiS;Jaki Patryk Tomasz;8911;2.79;13.56;T;M
21;9;PiS;Zakrzewska Agnieszka;1325;0.41;2.02;N;K
21;10;PiS;Smagoń Janusz Marek;1390;0.43;2.11;N;M
21;11;PiS;Pokorska-Młodzińska Olga;1064;0.33;1.62;N;K
21;12;PiS;Wrębiak Jerzy Piotr;1813;0.57;2.76;N;M
21;13;PiS;Czochara Katarzyna Beata;1292;0.40;1.97;N;K
21;14;PiS;Bortnik Wacław;674;0.21;1.03;N;M
21;15;PiS;Zug Henryk Józef;435;0.14;0.66;N;M
21;16;PiS;Gibas Teresa Jadwiga;558;0.17;0.85;N;K
21;17;PiS;Hubicki Grzegorz Józef;268;0.08;0.41;N;M
21;18;PiS;Wróbel Teresa;1374;0.43;2.09;N;K
21;19;PiS;Osijewska Zofia Cecylia;378;0.12;0.58;N;K
21;20;PiS;Morawski Bartłomiej Tomasz;620;0.19;0.94;N;M
21;21;PiS;Kubis Katarzyna;1304;0.41;1.98;N;K
21;22;PiS;Hajduga Jerzy Marek;430;0.13;0.65;N;M
21;23;PiS;Dziaduś Przemysław Piotr;2797;0.87;4.25;N;M
21;24;PiS;Naszkiewicz Jerzy Kazimierz;1306;0.41;1.99;N;M
21;1;SLD;Garbowski Tomasz Robert;6828;2.14;27.62;T;M
21;2;SLD;Mazur Andrzej Michał;2731;0.85;11.05;N;M
21;3;SLD;Klepacz Apolonia Weronika;2642;0.83;10.69;N;K
21;4;SLD;Nowak Kryspin;1203;0.38;4.87;N;M
21;5;SLD;Rutkowska Elżbieta Jadwiga;1243;0.39;5.03;N;K
21;6;SLD;Woźniak Piotr Jan;2103;0.66;8.51;N;M
21;7;SLD;Rurynkiewicz Ewa;549;0.17;2.22;N;K
21;8;SLD;Bilik Lucjusz Wiktor;562;0.18;2.27;N;M
21;9;SLD;Wilk Krystyna Czesława;564;0.18;2.28;N;K
21;10;SLD;Bażyński Jan Hilary;323;0.10;1.31;N;M
21;11;SLD;Pawliszyn Danuta;424;0.13;1.72;N;K
21;12;SLD;Bukowiński Józef Stanisław;418;0.13;1.69;N;M
21;13;SLD;Janik Janina;1170;0.37;4.73;N;K
21;14;SLD;Gradzik Sławomir Piotr;394;0.12;1.59;N;M
21;15;SLD;Capała-Pietrzak Lidia Kazimiera;106;0.03;0.43;N;K
21;16;SLD;Sokołowski Roman;322;0.10;1.30;N;M
21;17;SLD;Mełech Małgorzata;135;0.04;0.55;N;K
21;18;SLD;Pawlicki Jacek Maciej;491;0.15;1.99;N;M
21;19;SLD;Dąbrowska Renata Dorota;319;0.10;1.29;N;K
21;20;SLD;Martyna Zdzisław;317;0.10;1.28;N;M
21;21;SLD;Saczko-Bomba Barbara Urszula;292;0.09;1.18;N;K
21;22;SLD;Wyczałkowski Bogdan Andrzej;406;0.13;1.64;N;M
21;23;SLD;Śliwak Magda Maria;348;0.11;1.41;N;K
21;24;SLD;Mankiewicz Grzegorz Bogdan;833;0.26;3.37;N;M
21;1;PSL;Rakoczy Stanisław;4787;1.50;25.44;N;M
21;2;PSL;Karol Teresa Maria;1431;0.45;7.61;N;K
21;3;PSL;Kuchczyński Krzysztof Andrzej;1400;0.44;7.44;N;M
21;4;PSL;Konopka Antoni Jacek;1401;0.44;7.45;N;M
21;5;PSL;Jażdż-Zaleska Renata Maria;934;0.29;4.96;N;K
21;6;PSL;Polak Antoni Józef;1002;0.31;5.33;N;M
21;7;PSL;Sawicki Grzegorz Adam;596;0.19;3.17;N;M
21;8;PSL;Butra Andrzej Zbigniew;639;0.20;3.40;N;M
21;9;PSL;Pulit Andrzej;1411;0.44;7.50;N;M
21;10;PSL;Pyziak Kazimierz;504;0.16;2.68;N;M
21;11;PSL;Krzesiński Jan;341;0.11;1.81;N;M
21;12;PSL;Zając Barbara;718;0.22;3.82;N;K
21;13;PSL;Jastrzembski Antoni Piotr;581;0.18;3.09;N;M
21;14;PSL;Prorok Genowefa Katarzyna;165;0.05;0.88;N;K
21;15;PSL;Baran Alina Maria;293;0.09;1.56;N;K
21;16;PSL;Kik-Szewczyk Izabela Maria;200;0.06;1.06;N;K
21;17;PSL;Koncewicz Dorota;386;0.12;2.05;N;K
21;18;PSL;Salamon Jan Zbigniew;431;0.13;2.29;N;M
21;19;PSL;Martwicka Krystyna Katarzyna;114;0.04;0.61;N;K
21;20;PSL;Szachowicz Mariola Magdalena;132;0.04;0.70;N;K
21;21;PSL;Hankus Mirosław;277;0.09;1.47;N;M
21;22;PSL;Kukuczka Piotr Paweł;168;0.05;0.89;N;M
21;23;PSL;Grüner Ryszard;414;0.13;2.20;N;M
21;24;PSL;Kowalczyk Jarosław Paweł;491;0.15;2.61;N;M
21;1;PO;Korzeniowski Leszek Sylwester;30454;9.53;21.65;T;M
21;2;PO;Okrągły Janina Władysława;11418;3.57;8.12;T;K
21;3;PO;Jarmuziewicz Tadeusz;14022;4.39;9.97;T;M
21;4;PO;Buła Andrzej;9167;2.87;6.52;T;M
21;5;PO;Płoszaj Leonarda;5184;1.62;3.69;N;K
21;6;PO;Kolenda-Łabuś Brygida;10411;3.26;7.40;T;K
21;7;PO;Krupa Adam;8323;2.60;5.92;N;M
21;8;PO;Miller Rajmund Tadeusz;8901;2.78;6.33;T;M
21;9;PO;Gwozdecki Krzysztof;2119;0.66;1.51;N;M
21;10;PO;Tusk Łukasz Maciej;8620;2.70;6.13;N;M
21;11;PO;Sonik Maciej Ryszard;3056;0.96;2.17;N;M
21;12;PO;Bytomski Ireneusz Lesław;1385;0.43;0.98;N;M
21;13;PO;Kwiatkowska Ewa Barbara;3110;0.97;2.21;N;K
21;14;PO;Czaja-Kozioł Janina Elżbieta;1180;0.37;0.84;N;K
21;15;PO;Sidor Krystyna;2040;0.64;1.45;N;K
21;16;PO;Rudy Dragomir Antoni;1051;0.33;0.75;N;M
21;17;PO;Stachowski Mariusz Kazimierz;2232;0.70;1.59;N;M
21;18;PO;Kawecka Jolanta;3882;1.21;2.76;N;K
21;19;PO;Smagała Dariusz Janusz;1170;0.37;0.83;N;M
21;20;PO;Matyjaszek Magdalena Maria;1766;0.55;1.26;N;K
21;21;PO;Wojczyszyn Janusz Paweł;2154;0.67;1.53;N;M
21;22;PO;Kimak Barbara;1098;0.34;0.78;N;K
21;23;PO;Bień Elżbieta Maria;3743;1.17;2.66;N;K
21;24;PO;Kopeć Andrzej Robert;4155;1.30;2.95;N;M
22;1;PiS;Kuchciński Marek Tadeusz;23128;7.76;17.35;T;M
22;2;PiS;Paruch Waldemar;1019;0.34;0.76;N;M
22;3;PiS;Babinetz Piotr Mieczysław;7239;2.43;5.43;T;M
22;4;PiS;Piotrowicz Stanisław;12325;4.14;9.24;T;M
22;5;PiS;Schmidt Anna Katarzyna;4037;1.35;3.03;N;K
22;6;PiS;Sudoł Ewa Grażyna;2508;0.84;1.88;N;K
22;7;PiS;Ziobro Kazimierz Bronisław;8234;2.76;6.18;T;M
22;8;PiS;Rzońca Bogdan Józef;15623;5.24;11.72;T;M
22;9;PiS;Chilik Dorota;3650;1.22;2.74;N;K
22;10;PiS;Ćwierz Andrzej Bogusław;5799;1.95;4.35;N;M
22;11;PiS;Bajda Stanisław;3808;1.28;2.86;N;M
22;12;PiS;Kurowska Maria Stanisława;6978;2.34;5.23;N;K
22;13;PiS;Śnieżek Adam Walenty;6869;2.30;5.15;N;M
22;14;PiS;Golba Mieczysław Józef;12332;4.14;9.25;T;M
22;15;PiS;Bury Jan;5911;1.98;4.43;N;M
22;16;PiS;Nabywaniec Tadeusz;3186;1.07;2.39;N;M
22;17;PiS;Misiołek Marta;1155;0.39;0.87;N;K
22;18;PiS;Kołcz Beata;816;0.27;0.61;N;K
22;19;PiS;Krawiec Daniel Stanisław;3615;1.21;2.71;N;M
22;20;PiS;Ekiert Aleksandra;520;0.17;0.39;N;K
22;21;PiS;Krajewska Barbara Jadwiga;1599;0.54;1.20;N;K
22;22;PiS;Gmyrek Zygmunt Adam;2969;1.00;2.23;N;M
22;1;SLD;Domaradzki Wojciech Grzegorz;5899;1.98;32.05;N;M
22;2;SLD;Sokołowska Anna Katarzyna;2194;0.74;11.92;N;K
22;3;SLD;Przetacznik Janusz Bronisław;2367;0.79;12.86;N;M
22;4;SLD;Rowiński Waldemar;881;0.30;4.79;N;M
22;5;SLD;Oklejewicz Jan Leon;1556;0.52;8.45;N;M
22;6;SLD;Szałajko Stanisław Michał;633;0.21;3.44;N;M
22;7;SLD;Zając Jerzy Andrzej;1004;0.34;5.45;N;M
22;8;SLD;Jachym Małgorzata;282;0.09;1.53;N;K
22;9;SLD;Janiczek Zbigniew Janusz;123;0.04;0.67;N;M
22;10;SLD;Kubrak Ewa;361;0.12;1.96;N;K
22;11;SLD;Małachowska Magdalena Anna;414;0.14;2.25;N;K
22;12;SLD;Posadzki Wacław Marian;272;0.09;1.48;N;M
22;13;SLD;Ostafijczuk Roman Tadeusz;219;0.07;1.19;N;M
22;14;SLD;Śliwiak Bożena Bogumiła;151;0.05;0.82;N;K
22;15;SLD;Puka Regina;141;0.05;0.77;N;K
22;16;SLD;Gilowski Stanisław Jan;235;0.08;1.28;N;M
22;17;SLD;Piskorek Beata Ewa;155;0.05;0.84;N;K
22;18;SLD;Korzeniowski Jacek;380;0.13;2.06;N;M
22;19;SLD;Zegartowska Krystyna Janina;136;0.05;0.74;N;K
22;20;SLD;Gomułka Wojciech Jan;284;0.10;1.54;N;M
22;21;SLD;Kosiorowski Piotr Paweł;444;0.15;2.41;N;M
22;22;SLD;Firak Witold Edwin;276;0.09;1.50;N;M
22;1;PSL;Kasprzak Mieczysław;6854;2.30;18.18;T;M
22;2;PSL;Pers Grzegorz Stanisław;4867;1.63;12.91;N;M
22;3;PSL;Wosik Alicja Barbara;3332;1.12;8.84;N;K
22;4;PSL;Kiszka Zbigniew Wojciech;3581;1.20;9.50;N;M
22;5;PSL;Jankiewicz Barbara Ewa;874;0.29;2.32;N;K
22;6;PSL;Zadworny Zdzisław;4120;1.38;10.93;N;M
22;7;PSL;Owsiany Marek;2167;0.73;5.75;N;M
22;8;PSL;Pączek Jan Antoni;2000;0.67;5.30;N;M
22;9;PSL;Michalik Anna;588;0.20;1.56;N;K
22;10;PSL;Pankiewicz Stanisław Leon;1492;0.50;3.96;N;M
22;11;PSL;Komornicki Piotr;596;0.20;1.58;N;M
22;12;PSL;Bukowczyk Joanna Alina;442;0.15;1.17;N;K
22;13;PSL;Biedroń Albina;532;0.18;1.41;N;K
22;14;PSL;Wanielista Dariusz Michał;1307;0.44;3.47;N;M
22;15;PSL;Grzegorczyk Wanda Danuta;159;0.05;0.42;N;K
22;16;PSL;Pelczar Władysław;928;0.31;2.46;N;M
22;17;PSL;Kroker Tadeusz Józef;88;0.03;0.23;N;M
22;18;PSL;Romowicz Bartosz;257;0.09;0.68;N;M
22;19;PSL;Możdżeń Zbigniew Józef;91;0.03;0.24;N;M
22;20;PSL;Chorążak-Tabisz Marta Małgorzata;269;0.09;0.71;N;K
22;21;PSL;Zając Alicja Zofia;2280;0.77;6.05;N;K
22;22;PSL;Salacha Małgorzata;878;0.29;2.33;N;K
22;1;PO;Chomycz Małgorzata Maria;16829;5.65;22.32;T;K
22;2;PO;Kulesza Tomasz Jerzy;6976;2.34;9.25;N;M
22;3;PO;Rząsa Marek Zdzisław;9204;3.09;12.21;T;M
22;4;PO;Tomański Piotr;9621;3.23;12.76;T;M
22;5;PO;Szczepańska Renata Marta;3896;1.31;5.17;N;K
22;6;PO;Borcz Jerzy;5782;1.94;7.67;N;M
22;7;PO;Miklicz Sławomir;4276;1.43;5.67;N;M
22;8;PO;Kmiecik Adam Jan;3562;1.20;4.72;N;M
22;9;PO;Augustynowicz-Sobota Renata Ewa;547;0.18;0.73;N;K
22;10;PO;Sułuja Henryk Ignacy;2252;0.76;2.99;N;M
22;11;PO;Lipińska Ewa Jadwiga;1368;0.46;1.81;N;K
22;12;PO;Opoń Arkadiusz Paweł;1252;0.42;1.66;N;M
22;13;PO;Szpyt Krzysztof Antoni;808;0.27;1.07;N;M
22;14;PO;Rzońca Sebastian Krzysztof;933;0.31;1.24;N;M
22;15;PO;Zając Andrzej Stanisław;1168;0.39;1.55;N;M
22;16;PO;Harasimowicz-Gąska Katarzyna Anna;561;0.19;0.74;N;K
22;17;PO;Piwowar Daniel Łukasz;506;0.17;0.67;N;M
22;18;PO;Konieczna Dorota;880;0.30;1.17;N;K
22;19;PO;Siwak Monika;358;0.12;0.47;N;K
22;20;PO;Piątkowska Agnieszka Anna;568;0.19;0.75;N;K
22;21;PO;Łącka Barbara Katarzyna;765;0.26;1.01;N;K
22;22;PO;Kłak Krzysztof Józef;3291;1.10;4.36;N;M
23;1;PiS;Hrynkiewicz Józefa;17039;3.73;7.76;T;K
23;2;PiS;Ożóg Stanisław;37160;8.13;16.92;T;M
23;3;PiS;Moskal Kazimierz Marian;14234;3.11;6.48;T;M
23;4;PiS;Szlachta Andrzej;13717;3.00;6.25;T;M
23;5;PiS;Pupa Zdzisław Stanisław;10968;2.40;4.99;N;M
23;6;PiS;Wróblewska Krystyna Małgorzata;7402;1.62;3.37;N;K
23;7;PiS;Popiołek Krzysztof Andrzej;12755;2.79;5.81;T;M
23;8;PiS;Błądek Antoni;9631;2.11;4.39;N;M
23;9;PiS;Gołojuch Kazimierz Edward;12311;2.69;5.61;T;M
23;10;PiS;Chmielowiec Zbigniew Michał;16038;3.51;7.30;T;M
23;11;PiS;Draus Ewa Maria;4296;0.94;1.96;N;K
23;12;PiS;Warzecha Jan Marek;12588;2.75;5.73;T;M
23;13;PiS;Pakuła-Sacharczuk Anna Zofia;1127;0.25;0.51;N;K
23;14;PiS;Tołpa Mieczysław;5471;1.20;2.49;N;M
23;15;PiS;Rudnicki Roland Antoni;4212;0.92;1.92;N;M
23;16;PiS;Napieracz Maria;3725;0.81;1.70;N;K
23;17;PiS;Sarna Zdzisław Władysław;2558;0.56;1.16;N;M
23;18;PiS;Kazana Renata Ewa;2249;0.49;1.02;N;K
23;19;PiS;Błądek Lidia;5401;1.18;2.46;N;K
23;20;PiS;Łabęcka Alicja Maria;1128;0.25;0.51;N;K
23;21;PiS;Falandys Jan;2009;0.44;0.91;N;M
23;22;PiS;Rojek-Kałek Monika Ewa;677;0.15;0.31;N;K
23;23;PiS;Fudali Dariusz Jacek;907;0.20;0.41;N;M
23;24;PiS;Samołyk Genowefa;1048;0.23;0.48;N;K
23;25;PiS;Sulich Edward Józef;641;0.14;0.29;N;M
23;26;PiS;Sroka Józef;2752;0.60;1.25;N;M
23;27;PiS;Rupar Joanna;885;0.19;0.40;N;K
23;28;PiS;Wolicki Paweł Grzegorz;2426;0.53;1.10;N;M
23;29;PiS;Kotula Jacek Adam;6401;1.40;2.91;N;M
23;30;PiS;Cypryś Jerzy;7873;1.72;3.58;N;M
23;1;SLD;Kamiński Tomasz Artur;8410;1.84;32.79;T;M
23;2;SLD;Grobel-Proszowska Joanna Irena;2197;0.48;8.57;N;K
23;3;SLD;Niewczas Marta Agata;3510;0.77;13.68;N;K
23;4;SLD;Smaczny Józef;1897;0.41;7.40;N;M
23;5;SLD;Ozimek Julian;1407;0.31;5.49;N;M
23;6;SLD;Skawiński Stanisław Andrzej;899;0.20;3.51;N;M
23;7;SLD;Kuraś Przemysław Piotr;410;0.09;1.60;N;M
23;8;SLD;Wołoszyński Leszek;225;0.05;0.88;N;M
23;9;SLD;Trawka Wiesława;331;0.07;1.29;N;K
23;10;SLD;Tofilski Andrzej Antoni;591;0.13;2.30;N;M
23;11;SLD;Czaja Halina;320;0.07;1.25;N;K
23;12;SLD;Czajka Anna Magdalena;196;0.04;0.76;N;K
23;13;SLD;Biesiadecki Jerzy Jan;374;0.08;1.46;N;M
23;14;SLD;Skrzypek Greta Małgorzata;194;0.04;0.76;N;K
23;15;SLD;Homa Adam Grzegorz;242;0.05;0.94;N;M
23;16;SLD;Walas Zbigniew Stanisław;181;0.04;0.71;N;M
23;17;SLD;Sasiela-Błażejczak Halina Małgorzata;147;0.03;0.57;N;K
23;18;SLD;Łączny Ryszard;124;0.03;0.48;N;M
23;19;SLD;Litwicka-Chmura Lucyna Barbara;294;0.06;1.15;N;K
23;20;SLD;Zdzymira Agnieszka Barbara;96;0.02;0.37;N;K
23;21;SLD;Dzierżak Antoni;214;0.05;0.83;N;M
23;22;SLD;Dabwan Abdul Raqeeb;343;0.08;1.34;N;M
23;23;SLD;Kopacz Andrzej Janusz;288;0.06;1.12;N;M
23;24;SLD;Inglot Anna Ewelina;229;0.05;0.89;N;K
23;25;SLD;Stopa Kazimiera;202;0.04;0.79;N;K
23;26;SLD;Gola Zbigniew Andrzej;994;0.22;3.88;N;M
23;27;SLD;Radziewicz Małgorzata Alina;199;0.04;0.78;N;K
23;28;SLD;Wojnowska Małgorzata Anna;344;0.08;1.34;N;K
23;29;SLD;Herba Krystian Tomasz;377;0.08;1.47;N;M
23;30;SLD;Tuderek Grzegorz Konstanty;414;0.09;1.61;N;M
23;1;PSL;Bury Jan;15649;3.42;32.72;T;M
23;2;PSL;Rygiel Wiesław Andrzej;5874;1.28;12.28;N;M
23;3;PSL;Reguła Andrzej Zygmunt;4407;0.96;9.21;N;M
23;4;PSL;Kluz-Zawadzka Jolanta Małgorzata;1174;0.26;2.45;N;K
23;5;PSL;Chrabąszcz Andrzej;4064;0.89;8.50;N;M
23;6;PSL;Zaborowski Franciszek;973;0.21;2.03;N;M
23;7;PSL;Słupek Edward Józef;1686;0.37;3.52;N;M
23;8;PSL;Skiba Agata Magdalena;652;0.14;1.36;N;K
23;9;PSL;Opaliński Marek;728;0.16;1.52;N;M
23;10;PSL;Gnatek Robert Andrzej;836;0.18;1.75;N;M
23;11;PSL;Hermaniuk Jan Leszek;290;0.06;0.61;N;M
23;12;PSL;Nawrocki Janusz Andrzej;1516;0.33;3.17;N;M
23;13;PSL;Gołębiowska Ewa Marianna;1752;0.38;3.66;N;K
23;14;PSL;Misiewska Beata Teresa;256;0.06;0.54;N;K
23;15;PSL;Nabrzeski Sebastian;705;0.15;1.47;N;M
23;16;PSL;Wróbel Elżbieta Stanisława;1033;0.23;2.16;N;K
23;17;PSL;Gaweł Renata Józefa;340;0.07;0.71;N;K
23;18;PSL;Kramarz Tadeusz Kazimierz;586;0.13;1.23;N;M
23;19;PSL;Bator Jerzy Stanisław;755;0.17;1.58;N;M
23;20;PSL;Leja Małgorzata;429;0.09;0.90;N;K
23;21;PSL;Mączka Maria;533;0.12;1.11;N;K
23;22;PSL;Jołda Teresa Halina;227;0.05;0.47;N;K
23;23;PSL;Jemioło Maciej Krzysztof;410;0.09;0.86;N;M
23;24;PSL;Rękas Sławomir Józef;139;0.03;0.29;N;M
23;25;PSL;Balawejder Maria Teresa;210;0.05;0.44;N;K
23;26;PSL;Janda Marek Jacek;473;0.10;0.99;N;M
23;27;PSL;Ligas Tadeusz;470;0.10;0.98;N;M
23;28;PSL;Sokołowska Justyna Mirosława;200;0.04;0.42;N;K
23;29;PSL;Piecuch Agnieszka;245;0.05;0.51;N;K
23;30;PSL;Gospodarczyk Tadeusz Marian;1220;0.27;2.55;N;M
23;1;PO;Rynasiewicz Zbigniew Franciszek;27510;6.02;24.59;T;M
23;2;PO;Skowrońska Krystyna;25174;5.50;22.50;T;K
23;3;PO;Butryn Renata Celina;8941;1.96;7.99;T;K
23;4;PO;Poręba Marek Zbigniew;4271;0.93;3.82;N;M
23;5;PO;Pluta Mirosław Stanisław;12812;2.80;11.45;T;M
23;6;PO;Stępień Danuta Waleria;2963;0.65;2.65;N;K
23;7;PO;Ożóg Krzysztof;3109;0.68;2.78;N;M
23;8;PO;Nowak Marcin Mieczysław;2647;0.58;2.37;N;M
23;9;PO;Gwizdak Stanisław Jan;1260;0.28;1.13;N;M
23;10;PO;Czwal Sławomir Mariusz;1669;0.36;1.49;N;M
23;11;PO;Cynkar Sławomir Tadeusz;1976;0.43;1.77;N;M
23;12;PO;Deręgowski Marcin;965;0.21;0.86;N;M
23;13;PO;Miąso Krzysztof Piotr;1002;0.22;0.90;N;M
23;14;PO;Gdula Krystyna;696;0.15;0.62;N;K
23;15;PO;Żurek Agnieszka;1772;0.39;1.58;N;K
23;16;PO;Barnaś Mariusz Andrzej;455;0.10;0.41;N;M
23;17;PO;Adamus Stanisław Dariusz;192;0.04;0.17;N;M
23;18;PO;Kropornicki Janusz;698;0.15;0.62;N;M
23;19;PO;Czekierda-Stamenkovic Jolanta Lucyna;340;0.07;0.30;N;K
23;20;PO;Ziarnik Jan;913;0.20;0.82;N;M
23;21;PO;Fila Robert;1853;0.41;1.66;N;M
23;22;PO;Błotko Violetta Maria;448;0.10;0.40;N;K
23;23;PO;Szewczyk Mariusz Krzysztof;3251;0.71;2.91;N;M
23;24;PO;Buczko Marzena Maria;258;0.06;0.23;N;K
23;25;PO;Kawik Józef Jan;212;0.05;0.19;N;M
23;26;PO;Nowicka Halina Zofia;849;0.19;0.76;N;K
23;27;PO;Łęgowiecka-Bajda Maria Zuzanna;303;0.07;0.27;N;K
23;28;PO;Kardyś Paweł Andrzej;1071;0.23;0.96;N;M
23;29;PO;Karkut Michał;611;0.13;0.55;N;M
23;30;PO;Kubas-Hul Teresa Krystyna;3650;0.80;3.26;N;K
24;1;PiS;Jurgiel Krzysztof;35763;8.34;22.55;T;M
24;2;PiS;Zieliński Jarosław;21015;4.90;13.25;T;M
24;3;PiS;Piontkowski Dariusz;14439;3.37;9.11;T;M
24;4;PiS;Kamiński Mariusz;22675;5.29;14.30;T;M
24;5;PiS;Bogucki Jacek;10927;2.55;6.89;T;M
24;6;PiS;Chmiel Patrycja Maria;6553;1.53;4.13;N;K
24;7;PiS;Kołakowski Lech Antoni;13502;3.15;8.51;T;M
24;8;PiS;Gwiazdowski Kazimierz;6275;1.46;3.96;N;M
24;9;PiS;Czepe Roman;1841;0.43;1.16;N;M
24;10;PiS;Jaworowski Krzysztof;3627;0.85;2.29;N;M
24;11;PiS;Żeszko Maria;578;0.13;0.36;N;K
24;12;PiS;Bobel Marek;1215;0.28;0.77;N;M
24;13;PiS;Bieniusiewicz Jadwiga;538;0.13;0.34;N;K
24;14;PiS;Dembowski Zbigniew;532;0.12;0.34;N;M
24;15;PiS;Kucharewicz Grzegorz;1330;0.31;0.84;N;M
24;16;PiS;Fidrych Lucyna;562;0.13;0.35;N;K
24;17;PiS;Rykaczewski Stanisław;2293;0.53;1.45;N;M
24;18;PiS;Łoskot-Cywińska Maria Małgorzata;297;0.07;0.19;N;K
24;19;PiS;Kleczkowski Marcin;1270;0.30;0.80;N;M
24;20;PiS;Nienałtowska Bożena;732;0.17;0.46;N;K
24;21;PiS;Jaroszewicz-Łojewska Mirosława Anna;618;0.14;0.39;N;K
24;22;PiS;Boguska Krystyna;780;0.18;0.49;N;K
24;23;PiS;Jabłoński Antoni;467;0.11;0.29;N;M
24;24;PiS;Skórski Grzegorz;652;0.15;0.41;N;M
24;25;PiS;Gromadzka Lucyna;1159;0.27;0.73;N;K
24;26;PiS;Siwek Rafał Franciszek;2691;0.63;1.70;N;M
24;27;PiS;Laprus Elżbieta;537;0.13;0.34;N;K
24;28;PiS;Tołwiński Krzysztof;5704;1.33;3.60;N;M
24;1;SLD;Matwiejuk Jarosław;13711;3.20;33.77;N;M
24;2;SLD;Czykwin Eugeniusz;14286;3.33;35.18;T;M
24;3;SLD;Bil-Jaruzelska Małgorzata Anna;3041;0.71;7.49;N;K
24;4;SLD;Kimera Józef Dariusz;1148;0.27;2.83;N;M
24;5;SLD;Nazaruk-Zdanuczyk Agnieszka;733;0.17;1.81;N;K
24;6;SLD;Karpowicz Michał;1144;0.27;2.82;N;M
24;7;SLD;Krokos Agnieszka;411;0.10;1.01;N;K
24;8;SLD;Łoboda Mirosław Henryk;365;0.09;0.90;N;M
24;9;SLD;Zaręba Eliza;496;0.12;1.22;N;K
24;10;SLD;Topczyłko Bożena;400;0.09;0.99;N;K
24;11;SLD;Mikucki Leszek;190;0.04;0.47;N;M
24;12;SLD;Madej Henryk;93;0.02;0.23;N;M
24;13;SLD;Sienkiewicz Maria;392;0.09;0.97;N;K
24;14;SLD;Andruszkiewicz Grzegorz;215;0.05;0.53;N;M
24;15;SLD;Netter Jan;636;0.15;1.57;N;M
24;16;SLD;Monach Anna;352;0.08;0.87;N;K
24;17;SLD;Litwińczuk Bolesław;105;0.02;0.26;N;M
24;18;SLD;Dembowski Wiesław;205;0.05;0.50;N;M
24;19;SLD;Wajsiel Piotr Stanisław;103;0.02;0.25;N;M
24;20;SLD;Wojciuk Małgorzata;246;0.06;0.61;N;K
24;21;SLD;Kołos Aleutyna;573;0.13;1.41;N;K
24;22;SLD;Konopelko-Śliżewska Ewa;230;0.05;0.57;N;K
24;23;SLD;Janicki Dariusz Jerzy;290;0.07;0.71;N;M
24;24;SLD;Jakubiuk Mirosław;181;0.04;0.45;N;M
24;25;SLD;Banasiak Anastazja Michalina;159;0.04;0.39;N;K
24;26;SLD;Jurkin Marian;281;0.07;0.69;N;M
24;27;SLD;Puchalski Aleksander;617;0.14;1.52;N;M
24;1;PSL;Kamiński Jan;6195;1.44;13.09;N;M
24;2;PSL;Baszko Mieczysław Kazimierz;6827;1.59;14.42;N;M
24;3;PSL;Borawski Edmund;11759;2.74;24.84;T;M
24;4;PSL;Purta-Wróbel Janina;936;0.22;1.98;N;K
24;5;PSL;Lewko-Ninkiewicz Dorota Stanisława;694;0.16;1.47;N;K
24;6;PSL;Dzierzgowski Wojciech;3071;0.72;6.49;N;M
24;7;PSL;Leszczyński Jerzy;2743;0.64;5.79;N;M
24;8;PSL;Zalewski Krzysztof;945;0.22;2.00;N;M
24;9;PSL;Dyjuk Bogdan;1127;0.26;2.38;N;M
24;10;PSL;Korycki Walenty;2254;0.53;4.76;N;M
24;11;PSL;Zalewski Jan;1341;0.31;2.83;N;M
24;12;PSL;Jurkiewicz Arkadiusz;174;0.04;0.37;N;M
24;13;PSL;Kaczanowska Joanna;358;0.08;0.76;N;K
24;14;PSL;Kulbacka Anna;387;0.09;0.82;N;K
24;15;PSL;Magnuszewski Marian;1092;0.25;2.31;N;M
24;16;PSL;Wykowski Adam;407;0.09;0.86;N;M
24;17;PSL;Sokołowski Franciszek;520;0.12;1.10;N;M
24;18;PSL;Łapiński Jacek;859;0.20;1.81;N;M
24;19;PSL;Truszkowska Barbara;327;0.08;0.69;N;K
24;20;PSL;Kamińska Teresa;573;0.13;1.21;N;K
24;21;PSL;Bielawska Barbara;499;0.12;1.05;N;K
24;22;PSL;Hołowienko Dorota;219;0.05;0.46;N;K
24;23;PSL;Pogorzelski Paweł;390;0.09;0.82;N;M
24;24;PSL;Jankowska Krystyna;349;0.08;0.74;N;K
